,sqft_living,price
5960,990,620000.0
5961,4160,1110000.0
5962,3670,796000.0
5963,910,255000.0
5964,1940,807000.0
5965,1780,315000.0
5966,2200,637000.0
5967,6410,2725000.0
5968,2070,490000.0
5969,2040,253000.0
5970,2320,325900.0
5971,1440,425000.0
5972,1700,215000.0
5973,1700,315000.0
5974,2050,724800.0
5975,800,295000.0
5976,1800,509007.0
5977,1460,306000.0
5978,1290,205000.0
5979,1900,275000.0
5980,1480,685000.0
5981,2090,465000.0
5982,1950,560000.0
5983,1250,458500.0
5984,990,354000.0
5985,2740,441000.0
5986,1260,194000.0
5987,2150,316500.0
5988,1750,524950.0
5989,2880,1052000.0
5990,2590,925000.0
5991,2430,780000.0
5992,1470,241000.0
5993,2020,519000.0
5994,610,286000.0
5995,3000,400000.0
5996,920,255000.0
5997,1070,152000.0
5998,3410,599000.0
5999,1820,330000.0
6000,1060,461000.0
6001,3070,620000.0
6002,2300,352500.0
6003,1610,435000.0
6004,2830,725000.0
6005,970,300000.0
6006,1680,252000.0
6007,2040,464625.0
6008,1450,340000.0
6009,2870,1325000.0
6010,1870,455000.0
6011,2490,495000.0
6012,3350,925000.0
6013,3190,587000.0
6014,1560,524000.0
6015,2750,1030000.0
6016,920,176000.0
6017,1140,249900.0
6018,2520,499500.0
6019,3150,600000.0
6020,2040,294000.0
6021,1780,272000.0
6022,2240,390000.0
6023,3270,700000.0
6024,3110,635000.0
6025,1850,920000.0
6026,1570,500000.0
6027,750,263500.0
6028,2240,975000.0
6029,1870,575000.0
6030,2683,822000.0
6031,1490,300000.0
6032,2340,487600.0
6033,1700,500000.0
6034,1450,680000.0
6035,3310,419000.0
6036,1520,450000.0
6037,1260,650000.0
6038,1840,550000.0
6039,1750,330000.0
6040,1450,282510.0
6041,6330,2385000.0
6042,1260,230000.0
6043,2100,750000.0
6044,2430,321000.0
6045,4250,2196000.0
6046,1830,245000.0
6047,1310,510000.0
6048,3090,751000.0
6049,2560,675000.0
6050,1930,295000.0
6051,1460,312000.0
6052,3460,730000.0
6053,3290,762500.0
6054,820,150000.0
6055,1480,270000.0
6056,1420,400000.0
6057,2790,650000.0
6058,1390,530000.0
6059,950,248000.0
6060,3000,760000.0
6061,1280,199000.0
6062,870,240000.0
6063,1360,415000.0
6064,1000,228000.0
6065,2740,525000.0
6066,1560,399950.0
6067,2590,781000.0
6068,1850,827000.0
6069,2500,525000.0
6070,3280,671300.0
6071,670,175000.0
6072,2890,1100000.0
6073,3000,800000.0
6074,1920,329950.0
6075,1960,445000.0
6076,2000,237000.0
6077,3600,1112500.0
6078,2740,438900.0
6079,3650,1280000.0
6080,2310,600000.0
6081,2095,670000.0
6082,1560,519000.0
6083,1880,320000.0
6084,840,270000.0
6085,2730,1000000.0
6086,860,330000.0
6087,2320,657500.0
6088,1540,450000.0
6089,890,150000.0
6090,4290,792500.0
6091,1950,540000.0
6092,1010,229900.0
6093,2830,533000.0
6094,1500,239000.0
6095,3370,713900.0
6096,3160,427500.0
6097,1110,302000.0
6098,3830,1150000.0
6099,3160,555000.0
6100,2100,495000.0
6101,2240,495000.0
6102,1060,340000.0
6103,2350,464950.0
6104,1940,320000.0
6105,1160,440000.0
6106,1840,686000.0
6107,2260,555000.0
6108,840,361500.0
6109,2830,1240000.0
6110,1600,154950.0
6111,1370,247200.0
6112,1960,250000.0
6113,1470,590300.0
6114,2740,541125.0
6115,1090,310000.0
6116,2460,704111.0
6117,1820,277500.0
6118,1960,325000.0
6119,1760,289200.0
6120,720,185000.0
6121,3470,1445000.0
6122,1370,420550.0
6123,2370,603000.0
6124,1390,345000.0
6125,1840,650000.0
6126,2790,589950.0
6127,1460,309950.0
6128,2620,775000.0
6129,2230,590000.0
6130,3250,863500.0
6131,1190,517500.0
6132,2090,700000.0
6133,2580,699000.0
6134,2100,350000.0
6135,3160,795000.0
6136,2090,543000.0
6137,1570,325000.0
6138,1020,337500.0
6139,1300,425000.0
6140,2110,780000.0
6141,1210,259000.0
6142,1990,524400.0
6143,1630,260000.0
6144,1384,273000.0
6145,3380,639900.0
6146,2480,420000.0
6147,1270,510500.0
6148,1010,290000.0
6149,1490,226000.0
6150,820,300000.0
6151,1810,407450.0
6152,3060,390000.0
6153,2980,1058800.0
6154,3440,610000.0
6155,1820,239975.0
6156,2320,375000.0
6157,2620,742500.0
6158,2190,450000.0
6159,1780,300000.0
6160,2200,216600.0
6161,1600,525000.0
6162,2450,455000.0
6163,2680,390000.0
6164,1850,450000.0
6165,1740,382000.0
6166,1490,287000.0
6167,1960,460000.0
6168,1380,435000.0
6169,1510,575000.0
6170,1410,626700.0
6171,1440,352000.0
6172,920,650000.0
6173,1090,197000.0
6174,2790,340000.0
6175,1840,560000.0
6176,1340,354000.0
6177,2570,670000.0
6178,3010,769000.0
6179,2160,650000.0
6180,2140,650000.0
6181,2090,289950.0
6182,1810,300000.0
6183,1760,471000.0
6184,2500,639000.0
6185,930,287000.0
6186,3030,740000.0
6187,1460,499922.0
6188,2940,675000.0
6189,3360,738515.0
6190,2110,445000.0
6191,2740,1039000.0
6192,1070,346000.0
6193,1680,450000.0
6194,2260,350000.0
6195,5860,2400000.0
6196,2380,594950.0
6197,3320,1695000.0
6198,1050,219000.0
6199,2070,450000.0
6200,1790,402000.0
6201,840,275000.0
6202,990,421500.0
6203,4120,560000.0
6204,1620,314000.0
6205,1340,287000.0
6206,1500,277000.0
6207,1300,337500.0
6208,3100,792000.0
6209,3380,435000.0
6210,2660,313100.0
6211,1700,575000.0
6212,1840,510000.0
6213,890,299950.0
6214,2800,1028000.0
6215,2010,364000.0
6216,1380,335000.0
6217,1210,219950.0
6218,1280,215000.0
6219,4090,640000.0
6220,1580,535000.0
6221,1910,253000.0
6222,1740,650000.0
6223,1130,672000.0
6224,1970,606000.0
6225,1780,292000.0
6226,1670,289950.0
6227,1360,257500.0
6228,1840,380000.0
6229,1255,360000.0
6230,1840,269500.0
6231,2960,449000.0
6232,1430,375000.0
6233,5990,2200000.0
6234,3480,810000.0
6235,4260,994000.0
6236,1820,275000.0
6237,1290,300000.0
6238,2130,380000.0
6239,1170,200000.0
6240,1730,635000.0
6241,880,280000.0
6242,2380,574000.0
6243,1330,1050000.0
6244,1780,545000.0
6245,1220,271950.0
6246,2490,630000.0
6247,1180,400000.0
6248,2310,334000.0
6249,1440,332500.0
6250,1620,525000.0
6251,2620,408000.0
6252,3710,846450.0
6253,1040,411100.0
6254,3320,409124.0
6255,800,335950.0
6256,2040,480000.0
6257,1960,280000.0
6258,2670,668000.0
6259,2930,750000.0
6260,830,394475.0
6261,2290,848000.0
6262,2510,675000.0
6263,1280,175000.0
6264,1810,560000.0
6265,2080,538888.0
6266,1680,359000.0
6267,1660,300000.0
6268,1650,273000.0
6269,1420,670000.0
6270,2240,530000.0
6271,1230,625000.0
6272,1260,248000.0
6273,2060,533000.0
6274,3090,549950.0
6275,3220,485000.0
6276,2020,353500.0
6277,1910,435000.0
6278,1150,241000.0
6279,2730,885000.0
6280,2890,799200.0
6281,2280,760000.0
6282,1040,270000.0
6283,2440,675000.0
6284,1720,499000.0
6285,3430,1202500.0
6286,2570,320000.0
6287,4360,890000.0
6288,2060,275000.0
6289,3020,490000.0
6290,2340,550000.0
6291,2400,390000.0
6292,1610,277000.0
6293,1090,236000.0
6294,1470,265953.0
6295,1670,545000.0
6296,1850,535000.0
6297,3940,1450000.0
6298,2330,490000.0
6299,2020,319950.0
6300,1300,625000.0
6301,1180,248000.0
6302,1320,475000.0
6303,2520,410000.0
6304,1680,670000.0
6305,2000,430000.0
6306,1180,313000.0
6307,3330,950000.0
6308,1880,751750.0
6309,2990,760000.0
6310,1510,310650.0
6311,3110,367500.0
6312,2150,580000.0
6313,1900,580000.0
6314,2720,665000.0
6315,1560,239950.0
6316,1990,470000.0
6317,1740,733000.0
6318,2130,250000.0
6319,1510,402000.0
6320,2100,295000.0
6321,2344,355000.0
6322,1970,289000.0
6323,1470,376000.0
6324,940,212700.0
6325,1780,325000.0
6326,2230,415000.0
6327,3570,935000.0
6328,1920,372000.0
6329,1290,240000.0
6330,1880,334950.0
6331,2960,426500.0
6332,1840,430000.0
6333,1890,400000.0
6334,1820,455850.0
6335,4370,1965220.0
6336,1530,400000.0
6337,1030,397500.0
6338,2000,755000.0
6339,1730,287000.0
6340,3620,480000.0
6341,2040,490000.0
6342,2640,365000.0
6343,1600,260000.0
6344,1480,505000.0
6345,700,260000.0
6346,700,430000.0
6347,3520,905000.0
6348,1650,440000.0
6349,1360,439500.0
6350,1350,270000.0
6351,1970,306500.0
6352,1470,380000.0
6353,1610,215000.0
6354,810,299900.0
6355,2820,1450000.0
6356,1900,239950.0
6357,1830,494000.0
6358,1730,317500.0
6359,2110,670000.0
6360,3060,650000.0
6361,2620,852000.0
6362,1088,250000.0
6363,1400,264950.0
6364,1540,582500.0
6365,1540,384000.0
6366,2310,817000.0
6367,1730,320000.0
6368,2070,445800.0
6369,900,263300.0
6370,860,215000.0
6371,2980,842500.0
6372,2980,850000.0
6373,2740,386000.0
6374,1790,251100.0
6375,1750,435000.0
6376,3610,870000.0
6377,1430,800000.0
6378,1570,555000.0
6379,2280,280000.0
6380,940,356000.0
6381,2920,675000.0
6382,2260,605000.0
6383,2000,690500.0
6384,1440,437000.0
6385,2310,850000.0
6386,2300,350000.0
6387,1490,480000.0
6388,1830,379500.0
6389,4440,600000.0
6390,4970,1436000.0
6391,1000,303000.0
6392,4940,800000.0
6393,1980,549000.0
6394,1560,324950.0
6395,870,170000.0
6396,840,178000.0
6397,1250,144000.0
6398,3120,1580000.0
6399,750,258000.0
6400,710,345000.0
6401,2290,470000.0
6402,3750,2903000.0
6403,980,350000.0
6404,1590,225500.0
6405,940,473000.0
6406,1750,279000.0
6407,1460,470000.0
6408,1540,565000.0
6409,2560,695000.0
6410,1660,315000.0
6411,1880,529000.0
6412,3500,750000.0
6413,1840,481500.0
6414,1060,211000.0
6415,1790,455000.0
6416,810,238950.0
6417,2600,722500.0
6418,3230,795000.0
6419,2240,327500.0
6420,3400,585000.0
6421,3140,775000.0
6422,2780,645000.0
6423,2320,445000.0
6424,1370,257950.0
6425,2230,375000.0
6426,1610,245000.0
6427,3410,725000.0
6428,2810,702000.0
6429,1850,330000.0
6430,1790,940000.0
6431,1150,354500.0
6432,2420,279950.0
6433,1580,284000.0
6434,1760,480000.0
6435,1760,647500.0
6436,2750,625000.0
6437,920,152000.0
6438,960,322000.0
6439,1120,445000.0
6440,1560,595000.0
6441,1380,165000.0
6442,1940,278500.0
6443,1810,517500.0
6444,1100,343566.0
6445,1980,286285.0
6446,1340,474905.0
6447,1680,550000.0
6448,2060,286000.0
6449,2620,900000.0
6450,1610,449950.0
6451,1490,259000.0
6452,1900,340000.0
6453,3440,785000.0
6454,1840,490000.0
6455,2330,344950.0
6456,2250,950000.0
6457,2000,810000.0
6458,3010,998160.0
6459,1680,377000.0
6460,1530,595000.0
6461,970,313300.0
6462,1550,360000.0
6463,1660,188000.0
6464,3680,755000.0
6465,3210,1289000.0
6466,1480,455000.0
6467,3600,817500.0
6468,1700,550000.0
6469,1680,260000.0
6470,1550,320000.0
6471,3780,1153000.0
6472,2360,362000.0
6473,1810,503500.0
6474,2290,653000.0
6475,3370,760000.0
6476,2090,775000.0
6477,2130,1339000.0
6478,2060,417500.0
6479,1560,525000.0
6480,730,217000.0
6481,2910,525000.0
6482,2490,442500.0
6483,1710,525000.0
6484,1520,425500.0
6485,2930,710000.0
6486,3160,545000.0
6487,2910,410000.0
6488,1700,245000.0
6489,810,194900.0
6490,2000,284000.0
6491,1894,280000.0
6492,2080,280000.0
6493,1730,360000.0
6494,720,405000.0
6495,3560,865000.0
6496,1210,483300.0
6497,2130,355000.0
6498,1570,274950.0
6499,3950,1925000.0
6500,3450,755000.0
6501,7220,1940000.0
6502,1150,309212.0
6503,1500,219950.0
6504,1300,690000.0
6505,1290,250800.0
6506,2510,557500.0
6507,2320,941000.0
6508,5480,3650000.0
6509,2030,305000.0
6510,2060,815000.0
6511,2920,1015000.0
6512,3330,1240000.0
6513,2110,535000.0
6514,1175,775000.0
6515,1590,255000.0
6516,1070,327000.0
6517,2720,560000.0
6518,2980,1339000.0
6519,1160,199500.0
6520,3580,760000.0
6521,3020,439000.0
6522,2380,527000.0
6523,2270,199950.0
6524,1660,254000.0
6525,830,393000.0
6526,2480,585000.0
6527,1900,450000.0
6528,1670,565000.0
6529,2000,330000.0
6530,2320,870000.0
6531,1860,585000.0
6532,2110,500000.0
6533,1400,225000.0
6534,1400,295000.0
6535,2850,775000.0
6536,1370,280000.0
6537,2170,539000.0
6538,2570,567500.0
6539,1970,442500.0
6540,2980,598200.0
6541,2300,610000.0
6542,1990,544900.0
6543,2390,557500.0
6544,2160,532500.0
6545,3300,1350000.0
6546,1840,750000.0
6547,2030,530000.0
6548,1400,346100.0
6549,2320,260000.0
6550,1410,365000.0
6551,1860,615000.0
6552,1820,318400.0
6553,1910,498500.0
6554,1540,450000.0
6555,1430,200000.0
6556,1010,234000.0
6557,940,121800.0
6558,2600,805000.0
6559,2060,410000.0
6560,1920,475000.0
6561,2900,1337500.0
6562,1020,269000.0
6563,2150,573000.0
6564,1660,330000.0
6565,1230,252750.0
6566,2170,745000.0
6567,1280,280000.0
6568,2240,535000.0
6569,1780,580000.0
6570,1840,301000.0
6571,1740,600000.0
6572,3040,538900.0
6573,2370,366000.0
6574,2100,303000.0
6575,1470,432000.0
6576,1300,300000.0
6577,3420,908800.0
6578,1190,500000.0
6579,2080,254000.0
6580,2180,470000.0
6581,1460,480000.0
6582,1530,536000.0
6583,4740,1349000.0
6584,1980,550000.0
6585,1710,260000.0
6586,1160,284900.0
6587,2200,740000.0
6588,1170,425000.0
6589,1120,230000.0
6590,1710,675000.0
6591,1650,267500.0
6592,2840,814000.0
6593,3310,1250000.0
6594,1860,460000.0
6595,2250,445000.0
6596,2890,715000.0
6597,2120,425000.0
6598,2130,370000.0
6599,1170,302000.0
6600,2120,453000.0
6601,1280,290000.0
6602,3170,1035000.0
6603,2260,925000.0
6604,2930,600000.0
6605,1060,354000.0
6606,1740,204950.0
6607,2990,675000.0
6608,3530,995000.0
6609,2960,800000.0
6610,1650,472500.0
6611,2720,549950.0
6612,1516,575575.0
6613,4386,545000.0
6614,2580,340000.0
6615,960,225000.0
6616,1460,299950.0
6617,3840,829900.0
6618,2090,340000.0
6619,2470,515000.0
6620,2090,601000.0
6621,2070,470000.0
6622,1650,371500.0
6623,1880,550000.0
6624,2060,242550.0
6625,1410,367500.0
6626,2770,359000.0
6627,1390,204900.0
6628,5440,850000.0
6629,1280,187000.0
6630,1720,326000.0
6631,1720,340000.0
6632,3040,330000.0
6633,3780,782000.0
6634,2670,612000.0
6635,1350,400000.0
6636,3490,941500.0
6637,870,313000.0
6638,2410,735000.0
6639,1640,471000.0
6640,1540,350000.0
6641,2370,530000.0
6642,1830,415000.0
6643,2330,639500.0
6644,2240,580379.0
6645,1700,378000.0
6646,1750,265000.0
6647,1100,212000.0
6648,2320,400000.0
6649,2540,750000.0
6650,3090,384900.0
6651,770,176000.0
6652,2370,350000.0
6653,1200,168000.0
6654,2200,358000.0
6655,2660,580000.0
6656,1600,442500.0
6657,1330,515000.0
6658,3440,554000.0
6659,2510,659000.0
6660,2150,414999.0
6661,1180,275000.0
6662,680,193000.0
6663,2840,525000.0
6664,1820,424000.0
6665,1070,455000.0
6666,1250,463000.0
6667,2190,1100000.0
6668,3000,523000.0
6669,2270,615000.0
6670,4500,1515000.0
6671,3400,870000.0
6672,2830,710000.0
6673,960,215000.0
6674,1530,590000.0
6675,2500,323000.0
6676,1560,279000.0
6677,2070,535100.0
6678,2710,830000.0
6679,3150,815000.0
6680,1880,535900.0
6681,1250,230000.0
6682,2290,325500.0
6683,1990,359000.0
6684,2100,505000.0
6685,940,253905.0
6686,1640,369950.0
6687,1860,350000.0
6688,2100,650000.0
6689,1500,295000.0
6690,1680,620000.0
6691,3900,1998000.0
6692,1400,246000.0
6693,2600,430000.0
6694,1440,509990.0
6695,1870,490000.0
6696,2960,385000.0
6697,2440,769000.0
6698,1122,185000.0
6699,1060,303500.0
6700,2150,468000.0
6701,3100,449950.0
6702,880,235000.0
6703,2490,520000.0
6704,1080,203000.0
6705,2530,657000.0
6706,1200,275000.0
6707,2850,540000.0
6708,2950,455000.0
6709,1160,458500.0
6710,3420,549900.0
6711,2240,750000.0
6712,1450,235000.0
6713,1820,286000.0
6714,4700,2650000.0
6715,2430,602000.0
6716,1960,640000.0
6717,1440,267000.0
6718,2730,712000.0
6719,910,244500.0
6720,910,301000.0
6721,2430,990000.0
6722,3350,739999.0
6723,2320,480000.0
6724,1260,305000.0
6725,1980,703300.0
6726,1580,265000.0
6727,2710,600000.0
6728,1400,253000.0
6729,2410,617950.0
6730,1790,385000.0
6731,1640,319000.0
6732,1670,696000.0
6733,970,345000.0
6734,1610,380000.0
6735,2060,647500.0
6736,3570,725000.0
6737,1400,269950.0
6738,3470,875000.0
6739,1210,299950.0
6740,3930,1875000.0
6741,990,430000.0
6742,2200,495000.0
6743,1510,275000.0
6744,1620,333000.0
6745,1580,247000.0
6746,1260,204555.0
6747,2190,432000.0
6748,1230,175000.0
6749,2030,556300.0
6750,780,286000.0
6751,1110,320000.0
6752,2790,815000.0
6753,1660,385000.0
6754,3410,1039000.0
6755,2390,350000.0
6756,1850,277000.0
6757,2500,415000.0
6758,1000,295000.0
6759,2450,969000.0
6760,1440,339888.0
6761,1660,269950.0
6762,2510,1185000.0
6763,3090,780000.0
6764,860,198000.0
6765,1220,350000.0
6766,1010,350000.0
6767,2390,319000.0
6768,3340,311000.0
6769,3620,394000.0
6770,4200,1335000.0
6771,3831,2700000.0
6772,1980,396000.0
6773,1790,809000.0
6774,1580,480000.0
6775,2460,535000.0
6776,2110,425000.0
6777,1470,408000.0
6778,3510,1255000.0
6779,520,310000.0
6780,1950,292000.0
6781,770,217000.0
6782,2250,398500.0
6783,4040,2250000.0
6784,2360,700000.0
6785,2330,585000.0
6786,1720,399950.0
6787,1900,235000.0
6788,1040,212000.0
6789,2070,310000.0
6790,2070,539000.0
6791,1550,390000.0
6792,2020,560000.0
6793,3320,800000.0
6794,4130,1900000.0
6795,2030,472000.0
6796,1770,502550.0
6797,3330,830000.0
6798,2260,224950.0
6799,1950,375000.0
6800,2930,645000.0
6801,1960,599000.0
6802,2980,515000.0
6803,780,135000.0
6804,1650,485000.0
6805,4030,890000.0
6806,1010,215000.0
6807,1190,299500.0
6808,1050,800000.0
6809,1560,275000.0
6810,1490,256400.0
6811,770,310000.0
6812,620,385000.0
6813,1200,203000.0
6814,2120,285000.0
6815,2330,473975.0
6816,2000,320000.0
6817,2820,599000.0
6818,2040,580000.0
6819,1700,269500.0
6820,820,274000.0
6821,1315,347000.0
6822,1390,270000.0
6823,1890,1430000.0
6824,1460,220000.0
6825,1480,243000.0
6826,1840,457500.0
6827,1880,340000.0
6828,1910,657500.0
6829,2220,332500.0
6830,1410,340000.0
6831,3380,350000.0
6832,1950,428000.0
6833,2400,515055.0
6834,1560,450000.0
6835,1040,190000.0
6836,3090,1000000.0
6837,1850,299000.0
6838,1200,508000.0
6839,2190,294000.0
6840,1380,320000.0
6841,3710,641000.0
6842,2320,675000.0
6843,1110,255000.0
6844,1830,286651.0
6845,2460,607500.0
6846,1270,765000.0
6847,1700,334950.0
6848,1130,426000.0
6849,1640,775000.0
6850,1040,343000.0
6851,2320,470101.0
6852,1200,195000.0
6853,1720,772500.0
6854,2330,450000.0
6855,4410,1437500.0
6856,1650,525000.0
6857,1370,280000.0
6858,1770,270000.0
6859,1410,406100.0
6860,1710,332544.0
6861,790,110000.0
6862,2770,685000.0
6863,1260,461000.0
6864,2300,615000.0
6865,1070,550000.0
6866,3850,1060000.0
6867,2320,685000.0
6868,2870,1555000.0
6869,1830,312000.0
6870,1990,507500.0
6871,1110,217000.0
6872,1830,439000.0
6873,3600,620000.0
6874,3210,915000.0
6875,1490,425000.0
6876,990,435000.0
6877,1646,305000.0
6878,720,276000.0
6879,2310,327500.0
6880,2670,810000.0
6881,3060,715000.0
6882,1380,272000.0
6883,700,266000.0
6884,1710,543000.0
6885,1450,400000.0
6886,2060,509500.0
6887,2380,495000.0
6888,2760,424950.0
6889,940,230000.0
6890,1760,235000.0
6891,1360,763000.0
6892,2010,350000.0
6893,2160,900000.0
6894,930,250000.0
6895,1020,225000.0
6896,1360,255000.0
6897,1720,161700.0
6898,1790,336000.0
6899,1150,410500.0
6900,2710,502700.0
6901,2400,505000.0
6902,1660,250000.0
6903,1660,570000.0
6904,2290,349900.0
6905,2870,465000.0
6906,4240,625000.0
6907,1800,655000.0
6908,2960,469000.0
6909,1980,355000.0
6910,1730,596000.0
6911,3020,790000.0
6912,4470,885000.0
6913,2830,1030000.0
6914,2120,710000.0
6915,2150,428040.0
6916,3510,1370000.0
6917,970,546000.0
6918,1360,540000.0
6919,1470,435000.0
6920,3040,540000.0
6921,860,284000.0
6922,820,208000.0
6923,1900,315000.0
6924,1330,417500.0
6925,1240,345000.0
6926,1330,375000.0
6927,1880,389800.0
6928,1890,475000.0
6929,2250,569000.0
6930,4650,985000.0
6931,1830,532000.0
6932,720,280000.0
6933,1960,435000.0
6934,1220,223000.0
6935,1800,390000.0
6936,1340,315000.0
6937,1740,612000.0
6938,1680,591000.0
6939,3220,800000.0
6940,1610,225000.0
6941,3160,589900.0
6942,2520,565000.0
6943,2120,650000.0
6944,2090,499000.0
6945,1330,280000.0
6946,2420,649950.0
6947,1510,420000.0
6948,2120,319990.0
6949,1850,265000.0
6950,2300,482000.0
6951,2600,452000.0
6952,5180,1488000.0
6953,1810,375000.0
6954,2190,588000.0
6955,2500,635000.0
6956,1890,280500.0
6957,2040,210500.0
6958,1310,196500.0
6959,4010,1395000.0
6960,1780,475000.0
6961,1980,550000.0
6962,3690,1580000.0
6963,1540,240000.0
6964,1130,272000.0
6965,2480,408506.0
6966,2580,640000.0
6967,2010,316000.0
6968,2320,299000.0
6969,1180,447500.0
6970,3180,736500.0
6971,2970,665000.0
6972,3050,707000.0
6973,1630,215000.0
6974,1620,275000.0
6975,2170,648000.0
6976,2150,415000.0
6977,1770,690000.0
6978,2110,320000.0
6979,1590,750000.0
6980,1370,355000.0
6981,1390,246000.0
6982,1640,1155000.0
6983,2670,744000.0
6984,5400,1210000.0
6985,1690,217000.0
6986,2600,583000.0
6987,1400,515000.0
6988,2140,594000.0
6989,1640,303100.0
6990,1720,430000.0
6991,3060,708000.0
6992,1150,221000.0
6993,2000,325000.0
6994,4810,1295650.0
6995,1560,385000.0
6996,2070,359500.0
6997,1920,433000.0
6998,1000,525000.0
6999,1690,356200.0
7000,3090,595000.0
7001,1790,560000.0
7002,4750,2175000.0
7003,2090,513000.0
7004,680,365000.0
7005,2100,368000.0
7006,2840,870000.0
7007,1470,225000.0
7008,4490,1387000.0
7009,1150,177000.0
7010,1460,465000.0
7011,3150,750000.0
7012,1090,149000.0
7013,2670,605000.0
7014,2110,725000.0
7015,1770,413900.0
7016,1510,199950.0
7017,530,400000.0
7018,2420,870000.0
7019,2490,292000.0
7020,990,225000.0
7021,1730,466750.0
7022,1440,330000.0
7023,3260,770000.0
7024,1950,802500.0
7025,2740,378800.0
7026,2940,795000.0
7027,1200,460000.0
7028,2070,567000.0
7029,1570,209950.0
7030,1050,415000.0
7031,1830,424500.0
7032,970,261000.0
7033,2200,365000.0
7034,1930,631000.0
7035,7050,3800000.0
7036,1790,584000.0
7037,1560,310000.0
7038,2780,717000.0
7039,1720,667000.0
7040,1640,190000.0
7041,1730,430000.0
7042,740,213000.0
7043,2280,475000.0
7044,2090,649000.0
7045,2550,715000.0
7046,3350,845000.0
7047,2770,390000.0
7048,2860,390000.0
7049,1990,328000.0
7050,1740,239999.0
7051,1460,225000.0
7052,3670,920000.0
7053,3270,940000.0
7054,1210,465000.0
7055,1770,241000.0
7056,1980,307550.0
7057,2650,490000.0
7058,3040,647000.0
7059,3640,780000.0
7060,1810,517500.0
7061,1380,295000.0
7062,1810,560000.0
7063,2250,319450.0
7064,3860,1500000.0
7065,2380,340000.0
7066,1370,249950.0
7067,1830,499950.0
7068,1440,1038000.0
7069,2510,750000.0
7070,3230,875000.0
7071,1670,678000.0
7072,780,360000.0
7073,1720,354900.0
7074,2260,632000.0
7075,1480,350000.0
7076,2550,990000.0
7077,3920,1650000.0
7078,2286,481000.0
7079,1500,485000.0
7080,1740,477000.0
7081,2880,560000.0
7082,2600,600000.0
7083,3320,622500.0
7084,1660,410000.0
7085,1990,318200.0
7086,1680,289000.0
7087,1570,263000.0
7088,1150,240000.0
7089,1270,281500.0
7090,1890,587206.0
7091,1350,482000.0
7092,1650,485000.0
7093,1450,309000.0
7094,1640,221000.0
7095,2030,700000.0
7096,2420,411500.0
7097,2770,285000.0
7098,1980,395000.0
7099,1460,237950.0
7100,1610,680000.0
7101,1010,199950.0
7102,2760,765000.0
7103,1060,515000.0
7104,1510,470000.0
7105,880,330000.0
7106,2150,284000.0
7107,1660,295000.0
7108,2160,555000.0
7109,1370,350000.0
7110,1460,240000.0
7111,1450,419900.0
7112,1560,528000.0
7113,2480,481000.0
7114,740,304700.0
7115,2927,715000.0
7116,2260,738950.0
7117,1240,215000.0
7118,2040,300000.0
7119,1270,346000.0
7120,4370,473000.0
7121,1700,500000.0
7122,1300,750000.0
7123,1820,519900.0
7124,880,378500.0
7125,1870,314500.0
7126,1350,499950.0
7127,4870,1735000.0
7128,2460,630000.0
7129,1720,360000.0
7130,2730,460000.0
7131,1100,361000.0
7132,1810,713400.0
7133,930,445000.0
7134,1590,305000.0
7135,2710,1430000.0
7136,1460,222000.0
7137,3400,510000.0
7138,2920,500000.0
7139,910,605000.0
7140,1320,393000.0
7141,2490,725000.0
7142,2220,320000.0
7143,1130,210000.0
7144,2750,419900.0
7145,2240,410000.0
7146,2680,721000.0
7147,1270,605000.0
7148,1520,738000.0
7149,2480,725000.0
7150,960,255000.0
7151,1340,303000.0
7152,1090,394950.0
7153,2240,530000.0
7154,3740,475000.0
7155,1800,250000.0
7156,780,180000.0
7157,1330,443500.0
7158,1900,390000.0
7159,1570,430000.0
7160,3100,460000.0
7161,2740,660000.0
7162,1570,515000.0
7163,1330,482500.0
7164,1140,305000.0
7165,1550,835000.0
7166,1290,237000.0
7167,1510,445000.0
7168,2720,710000.0
7169,840,180000.0
7170,1850,280017.0
7171,2290,436500.0
7172,3200,1255000.0
7173,1800,420000.0
7174,860,205000.0
7175,1980,570000.0
7176,2140,565000.0
7177,2410,287000.0
7178,1650,260000.0
7179,1650,470000.0
7180,2410,700000.0
7181,1520,249000.0
7182,2050,568000.0
7183,1720,500000.0
7184,2390,358000.0
7185,1680,225000.0
7186,1060,275500.0
7187,1860,495000.0
7188,1750,758800.0
7189,1480,280000.0
7190,1900,380500.0
7191,6210,3200000.0
7192,1440,260000.0
7193,1910,630000.0
7194,2010,875000.0
7195,960,457500.0
7196,1240,900000.0
7197,870,235000.0
7198,1400,410000.0
7199,1850,355000.0
7200,4270,1300000.0
7201,2260,467500.0
7202,2690,500000.0
7203,2780,995000.0
7204,1140,277000.0
7205,2900,630000.0
7206,2830,628000.0
7207,2560,655000.0
7208,1240,170000.0
7209,2100,352500.0
7210,3120,615000.0
7211,970,165000.0
7212,2300,243500.0
7213,950,304000.0
7214,2110,369000.0
7215,2990,779950.0
7216,2940,605000.0
7217,1860,292500.0
7218,1820,500007.0
7219,1950,449999.0
7220,1890,355000.0
7221,2710,258000.0
7222,2150,380000.0
7223,3720,650000.0
7224,2580,456500.0
7225,1540,259950.0
7226,1050,123000.0
7227,1210,520000.0
7228,2040,506000.0
7229,980,425000.0
7230,1990,438000.0
7231,2420,1490000.0
7232,1240,375000.0
